Option,Group,GroupName
"Air pressure / Luftdruck,  BMP180",-1,"Air pressure / Luftdruck,  BMP180"
[BME280] Wilgotnosc pow. (rel. Luftfeuchte),-1,[BME280] Wilgotnosc pow. (rel. Luftfeuchte)
Air Pressure (Reduction to Sea Level),-1,Air Pressure (Reduction to Sea Level)
abolute Feuchtigkeit,-1,abolute Feuchtigkeit
abs. Luftdruck,-1,abs. Luftdruck
abs. Luftfeuchte,-1,abs. Luftfeuchte
abs. Luftfeuchtigkeit,-1,abs. Luftfeuchtigkeit
Absolute Feuchte,-1,Absolute Feuchte
Absolute Luftfeuchte,-1,Absolute Luftfeuchte
Absoluter Luftdruck,-1,Absoluter Luftdruck
Abstand,-1,Abstand
Abstand nach rechts,-1,Abstand nach rechts
Acceleration,-1,Acceleration
accX,-1,accX
accY,-1,accY
accZ,-1,accZ
Active probes,-1,Active probes
Air humidity,-1,Air humidity
Air Preassure,-1,Air Preassure
Air Pressure (Measured),-1,Air Pressure (Measured)
Belüftung,-1,Belüftung
Beschleunigung (Gesamt),-1,Beschleunigung (Gesamt)
Bestrahlungsstärke,-1,Bestrahlungsstärke
CO2_Prototyp,-1,CO2_Prototyp
CO2_Wert,-1,CO2_Wert
CO2Aequivalent,-1,CO2Aequivalent
CO2eq,-1,CO2eq
CO2SCD,-1,CO2SCD
Co2SCD30,-1,Co2SCD30
CO2SPG30,-1,CO2SPG30
color_temperature,-1,color_temperature
Combustible Gas and Smoke,-1,Combustible Gas and Smoke
Compost temperature,-1,Compost temperature
Consumed Energy Today,-1,Consumed Energy Today
Counter,-1,Counter
CO²,-1,CO²
CO² Gehalt,-1,CO² Gehalt
CO²-Äquivalent,-1,CO²-Äquivalent
CO₂ SCD3,-1,CO₂ SCD3
CPU Temperatur,-1,CPU Temperatur
CPU-Temp,-1,CPU-Temp
CO2_SCD40,-1,CO2_SCD40
co2_ppm,-1,co2_ppm
CPU_temp2,-1,CPU_temp2
CO2_Aequivalent,-1,CO2_Aequivalent
Cisnienie,-1,Cisnienie
Ciśnienie powietrza,-1,Ciśnienie powietrza
Clima floor 0 condenser pipe temperature,-1,Clima floor 0 condenser pipe temperature
CO,-1,CO
CO (Kohlenstoffmonoxid),-1,CO (Kohlenstoffmonoxid)
Co2 - Carbon Dioxide ppm,-1,Co2 - Carbon Dioxide ppm
CO2 Ausstoß gesamt,-1,CO2 Ausstoß gesamt
CO2 Ausstoß momentan,-1,CO2 Ausstoß momentan
CO2 Equivalent,-1,CO2 Equivalent
CO2 estimated,-1,CO2 estimated
CO2 level,-1,CO2 level
CO2 SCD4,-1,CO2 SCD4
CO2 Wert,-1,CO2 Wert
CO2-Gehalt,-1,CO2-Gehalt
CO2-RH,-1,CO2-RH
CO2-Temp,-1,CO2-Temp
CO2-Äquivalenter,-1,CO2-Äquivalenter
CPU_temp1,-1,CPU_temp1
CPU_temp3,-1,CPU_temp3
Chuva,-1,Chuva
Distance to the left,-1,Distance to the left
Distanz,-1,Distanz
Distanz Links,-1,Distanz Links
Distanz nach Links,-1,Distanz nach Links
Distanz rechts,-1,Distanz rechts
Distanz(zur Wasseroberfläche),-1,Distanz(zur Wasseroberfläche)
DNMS_Noise_LAeq,-1,DNMS_Noise_LAeq
DNMS_Noise_LAmax,-1,DNMS_Noise_LAmax
DNMS_Noise_LAmin,-1,DNMS_Noise_LAmin
Dosisleistung,-1,Dosisleistung
Dragino,-1,Dragino
Druck,-1,Druck
DS18B20 Temp,-1,DS18B20 Temp
DS18B20_ho4,-1,DS18B20_ho4
DS18B20_Probe01,-1,DS18B20_Probe01
DS18B20_Probe02,-1,DS18B20_Probe02
DS18B20_Probe03,-1,DS18B20_Probe03
DS18B20_Probe04,-1,DS18B20_Probe04
Distance-to-Flame,-1,Distance-to-Flame
direction du vent,-1,direction du vent
CPU_temp4,-1,CPU_temp4
Differenztemperatur,-1,Differenztemperatur
createSenseBox,-1,createSenseBox
CSQ,-1,CSQ
Cu,-1,Cu
Current,-1,Current
current_people,-1,current_people
Cyclecount,-1,Cyclecount
Daily Yield,-1,Daily Yield
Dampf,-1,Dampf
DateTime,-1,DateTime
Day light,-1,Day light
dd,-1,dd
Detectie Flacara,-1,Detectie Flacara
Device status,-1,Device status
Dew Point,-1,Dew Point
DHT22,-1,DHT22
DHT22: rel. Luftfeuchte,-1,DHT22: rel. Luftfeuchte
DHT22: Temperatur,-1,DHT22: Temperatur
Ciscnienie,-1,Ciscnienie
Chillfaktor,-1,Chillfaktor
Besuche,-1,Besuche
Bodenfeuchte 60 cm,-1,Bodenfeuchte 60 cm
Bodenfeuchte A (10 cm),-1,Bodenfeuchte A (10 cm)
Bodenfeuchte(Capatzitiv),-1,Bodenfeuchte(Capatzitiv)
Bodenfeuchte(Leitfähigkeit),-1,Bodenfeuchte(Leitfähigkeit)
Bodenfeuchte-100cm,-1,Bodenfeuchte-100cm
Bodenfeuchte-40cm,-1,Bodenfeuchte-40cm
Bodenfeuchte1,-1,Bodenfeuchte1
Bodenfeuchte1 mit Pflanzenkohle,-1,Bodenfeuchte1 mit Pflanzenkohle
Bodenfeuchte1 ohne Pflanzenkohle,-1,Bodenfeuchte1 ohne Pflanzenkohle
Bodenfeuchte2,-1,Bodenfeuchte2
Bodenfeuchte2 mit Pflanzenkohle,-1,Bodenfeuchte2 mit Pflanzenkohle
Bodenfeuchte2 ohne Pflanzenkohle,-1,Bodenfeuchte2 ohne Pflanzenkohle
Bodenfeuchte3 mit Pflanzenkohle,-1,Bodenfeuchte3 mit Pflanzenkohle
Bodenfeuchte3 ohne Pflanzenkohle,-1,Bodenfeuchte3 ohne Pflanzenkohle
Bodenfeuchte_10cm,-1,Bodenfeuchte_10cm
BodenfeuchteA,-1,BodenfeuchteA
BodenfeuchteB,-1,BodenfeuchteB
Bodenfeuchtesensor,-1,Bodenfeuchtesensor
Bodenfeuchte 90 cm,-1,Bodenfeuchte 90 cm
Bodenfeuchte (jetzt),-1,Bodenfeuchte (jetzt)
Bodenfeuchtigkeit - 20 cm,-1,Bodenfeuchtigkeit - 20 cm
Bodenfeuchte (bewässert),-1,Bodenfeuchte (bewässert)
Betriebsspannung,-1,Betriebsspannung
Bewölkungsgrad,-1,Bewölkungsgrad
BF1,-1,BF1
Blattnässe,-1,Blattnässe
Blei,-1,Blei
Blue,-1,Blue
Bluetooth,-1,Bluetooth
Bluetooth Geräte,-1,Bluetooth Geräte
BME680 - Altitude,-1,BME680 - Altitude
BME680 - Humidity,-1,BME680 - Humidity
BME680 - Temperature,-1,BME680 - Temperature
BME680_humidity,-1,BME680_humidity
BME680_pressure,-1,BME680_pressure
BME680_temperature,-1,BME680_temperature
BMPT,-1,BMPT
Boardtemperatur,-1,Boardtemperatur
Bodenfeuchte (30-sec),-1,Bodenfeuchte (30-sec)
Bodenfeuchtigkeit,-1,Bodenfeuchtigkeit
Bodenfeuchtigkeit - 50 cm,-1,Bodenfeuchtigkeit - 50 cm
CH4,-1,CH4
Breitengrad,-1,Breitengrad
Brightness East,-1,Brightness East
Brightness South,-1,Brightness South
Brightness West,-1,Brightness West
bVOC,-1,bVOC
Böengeschwindigkeit,-1,Böengeschwindigkeit
C,-1,C
C02 (SCD41),-1,C02 (SCD41)
C2H5OH,-1,C2H5OH
c2hsch,-1,c2hsch
C3H8,-1,C3H8
C4H10,-1,C4H10
Carbon Dioxide,-1,Carbon Dioxide
Carbon Monoxide - Reducing,-1,Carbon Monoxide - Reducing
Cars per Day,-1,Cars per Day
Cd,-1,Cd
Cell-Voltage,-1,Cell-Voltage
CH2O,-1,CH2O
Brightness,-1,Brightness
Breathe VOC Equivalent,-1,Breathe VOC Equivalent
Bodenfeuchtigkeit im Blumentopf,-1,Bodenfeuchtigkeit im Blumentopf
Breath VOC Equivalent,-1,Breath VOC Equivalent
Bodensensor,-1,Bodensensor
Bodentemperatur - 20 cm,-1,Bodentemperatur - 20 cm
Bodentemperatur - 50 cm,-1,Bodentemperatur - 50 cm
Bodentemperatur -25cm,-1,Bodentemperatur -25cm
Bodentemperatur 100cm,-1,Bodentemperatur 100cm
Bodentemperatur 20cm,-1,Bodentemperatur 20cm
Bodentemperatur 30cm,-1,Bodentemperatur 30cm
Bodentemperatur 50cm,-1,Bodentemperatur 50cm
Bodentemperatur 60 cm,-1,Bodentemperatur 60 cm
Bodentemperatur 60cm,-1,Bodentemperatur 60cm
Bodentemperatur 80cm,-1,Bodentemperatur 80cm
Bodentemperatur 90 cm,-1,Bodentemperatur 90 cm
Bodentemperatur A (10 cm),-1,Bodentemperatur A (10 cm)
Bodentemperatur1,-1,Bodentemperatur1
Bodentemperatur2,-1,Bodentemperatur2
Bodentemperatur3,-1,Bodentemperatur3
BrainTicks (Thinkrate),-1,BrainTicks (Thinkrate)
8a Luftfeuchtigkeit BME680,-1,8a Luftfeuchtigkeit BME680
8a Luftdruck BME680,-1,8a Luftdruck BME680
8a DO Atlas Scientific,-1,8a DO Atlas Scientific
11A Humidity BME680,-1,11A Humidity BME680
11A Pressure BME680,-1,11A Pressure BME680
11A Temperature BME680,-1,11A Temperature BME680
11B CO2 SCD30,-1,11B CO2 SCD30
11B Humidity BME680,-1,11B Humidity BME680
11B Pressure BME680,-1,11B Pressure BME680
11B Temperature BME680,-1,11B Temperature BME680
12,-1,12
12 Humidity HDC1080,-1,12 Humidity HDC1080
12 Temperature HDC1080,-1,12 Temperature HDC1080
12_Luftdruck,-1,12_Luftdruck
12_rel. Luftfeuchte,-1,12_rel. Luftfeuchte
12_rel. Luftfeuchte_SHT,-1,12_rel. Luftfeuchte_SHT
12_Temperatur,-1,12_Temperatur
12_Temperatur_SHT,-1,12_Temperatur_SHT
12A Humidity BME680,-1,12A Humidity BME680
12A Illuminance,-1,12A Illuminance
12A Pressure BME680,-1,12A Pressure BME680
11A Illuminance,-1,11A Illuminance
11 TVOC SGP30,-1,11 TVOC SGP30
12B Humidity SHT31 flex,-1,12B Humidity SHT31 flex
11 Temperature BME680,-1,11 Temperature BME680
10 UVI VEML6070,-1,10 UVI VEML6070
10A humidity BME680,-1,10A humidity BME680
10A Illuminance,-1,10A Illuminance
10A pressure BME680,-1,10A pressure BME680
10A temperature BME680,-1,10A temperature BME680
10B Humidity BME680,-1,10B Humidity BME680
10B Pressure BME680,-1,10B Pressure BME680
10B Temperature BME680,-1,10B Temperature BME680
11,-1,11
11 CO2 SGP30,-1,11 CO2 SGP30
11 Ethanol SGP30,-1,11 Ethanol SGP30
11 H2 SGP30,-1,11 H2 SGP30
11 Humidity BME680,-1,11 Humidity BME680
11 Light,-1,11 Light
11 p10 SDS011,-1,11 p10 SDS011
11 p25 SDS011,-1,11 p25 SDS011
11 Pressure BME680,-1,11 Pressure BME680
12A Temperature BME680,-1,12A Temperature BME680
12B Temperature SHT31 flex,-1,12B Temperature SHT31 flex
10 SHT85 Temperatur4,-1,10 SHT85 Temperatur4
14,-1,14
14 Luftdruck BME680,-1,14 Luftdruck BME680
14 Particulate Matter PM25 SDS011,-1,14 Particulate Matter PM25 SDS011
14 Pressure BME680,-1,14 Pressure BME680
14 Temperatur BME680,-1,14 Temperatur BME680
14 Temperatur SHT31,-1,14 Temperatur SHT31
14 Temperature BME680,-1,14 Temperature BME680
14A Humidity BME680,-1,14A Humidity BME680
14A LuftdruckBME680,-1,14A LuftdruckBME680
14A Pressure BME680,-1,14A Pressure BME680
14A rel. LuftfeuchteBME680,-1,14A rel. LuftfeuchteBME680
14A rel. LuftfeuchteSHT31,-1,14A rel. LuftfeuchteSHT31
14A TemperaturBME680,-1,14A TemperaturBME680
14A Temperature BME680,-1,14A Temperature BME680
14A TemperaturSHT31,-1,14A TemperaturSHT31
14b Airpressure BME680,-1,14b Airpressure BME680
14b CO₂ SCD30,-1,14b CO₂ SCD30
14B Pressure BME680,-1,14B Pressure BME680
14 Humidity BME680,-1,14 Humidity BME680
13B Temperaturen SHT31 flex,-1,13B Temperaturen SHT31 flex
13,-1,13
13B Temperature SHT 31,-1,13B Temperature SHT 31
13 Humidity HDC1080,-1,13 Humidity HDC1080
13 Soil Moisture truebner 2 30cm,-1,13 Soil Moisture truebner 2 30cm
13 Temperature HDC1080,-1,13 Temperature HDC1080
13A CO2 SCD30,-1,13A CO2 SCD30
13A Humdity SFA30,-1,13A Humdity SFA30
13A Humidity BME680,-1,13A Humidity BME680
13A Luftfeuchtigkeit SCD30,-1,13A Luftfeuchtigkeit SCD30
13A Luftfeuchtigkeit SVM30,-1,13A Luftfeuchtigkeit SVM30
13A Pressure BME680,-1,13A Pressure BME680
13A Temperatur SCD30,-1,13A Temperatur SCD30
13A Temperature BME680,-1,13A Temperature BME680
13B CO2 eq. SVM30,-1,13B CO2 eq. SVM30
13B Humidity BME680,-1,13B Humidity BME680
13B Pressure BME680,-1,13B Pressure BME680
13B Temperatur BME680,-1,13B Temperatur BME680
13B Temperature BME680,-1,13B Temperature BME680
13B Temperature PT1000 (RTD),-1,13B Temperature PT1000 (RTD)
10 UV VEML6070,-1,10 UV VEML6070
10 SHT85 Temperatur3,-1,10 SHT85 Temperatur3
14B Temperature SMT 100 V2,-1,14B Temperature SMT 100 V2
"01 Wind Direction, Anemometer",-1,"01 Wind Direction, Anemometer"
03 Anemometer Davis Windgeschwindigkeit,-1,03 Anemometer Davis Windgeschwindigkeit
03 Anemometer Davis Windrichtung,-1,03 Anemometer Davis Windrichtung
03 Luftfeuchte BME680,-1,03 Luftfeuchte BME680
03 Lufttemperatur BME680,-1,03 Lufttemperatur BME680
03 Niederschlag Davis,-1,03 Niederschlag Davis
06 CO2,-1,06 CO2
06 Luftdruck_B,-1,06 Luftdruck_B
06 Pressure,-1,06 Pressure
06 rel. Luftfeuchte_B,-1,06 rel. Luftfeuchte_B
06 Temperature,-1,06 Temperature
06 Typical Particle Size,-1,06 Typical Particle Size
07_Humidity_SHT85_Mean,-1,07_Humidity_SHT85_Mean
07_Lightvision_TSL45315,-1,07_Lightvision_TSL45315
07_Temperature_SHT85_Mean,-1,07_Temperature_SHT85_Mean
07_UV-Index_VEML6070,-1,07_UV-Index_VEML6070
07_UV_VEML6070,-1,07_UV_VEML6070
07_Wind_Angle_DavisAnemometer,-1,07_Wind_Angle_DavisAnemometer
"01 Wind Speed, Anemometer",-1,"01 Wind Speed, Anemometer"
01 Niederschlag,-1,01 Niederschlag
"08 CO2, SCD30",-1,"08 CO2, SCD30"
01 Nanopartikel(SDS011),-1,01 Nanopartikel(SDS011)
---,-1,---
.,-1,.
001 Bodenfeuchte,-1,001 Bodenfeuchte
001 Bodentemperatur,-1,001 Bodentemperatur
006 CO2 S41_B,-1,006 CO2 S41_B
006 PM10 SP30_B,-1,006 PM10 SP30_B
006 PM10 SPS30_A,-1,006 PM10 SPS30_A
006 TVOC SGP30_B,-1,006 TVOC SGP30_B
01 CO2(SCD30),-1,01 CO2(SCD30)
01 Feinstaub (PM0.5) (Sensor SPS30),-1,01 Feinstaub (PM0.5) (Sensor SPS30)
01 Feinstaub (PM10) (Sensor SPS30),-1,01 Feinstaub (PM10) (Sensor SPS30)
01 Feinstaub (PM2.5) (Sensor SPS30),-1,01 Feinstaub (PM2.5) (Sensor SPS30)
01 Feinstaub(SDS011),-1,01 Feinstaub(SDS011)
01 Feuchte(HDC1080),-1,01 Feuchte(HDC1080)
01 Feuchte(SHT85),-1,01 Feuchte(SHT85)
01 Illuminance,-1,01 Illuminance
01 Luftdruck,-1,01 Luftdruck
07_Wind_Speed_DavisAnemometer,-1,07_Wind_Speed_DavisAnemometer
"08 CO2, SCD41",-1,"08 CO2, SCD41"
10 SHT85 Temperatur2,-1,10 SHT85 Temperatur2
09 CO2 SCD41,-1,09 CO2 SCD41
09 Humidity SCD41,-1,09 Humidity SCD41
09 Humidity SVM30,-1,09 Humidity SVM30
09 Temperature SCD30,-1,09 Temperature SCD30
09 Temperature SCD41,-1,09 Temperature SCD41
09 Temperature SVM30,-1,09 Temperature SVM30
1,-1,1
1 C02eq SVM30,-1,1 C02eq SVM30
10,-1,10
10 HDC1080 Feuchtigkeit,-1,10 HDC1080 Feuchtigkeit
10 HDC1080 Temperatur,-1,10 HDC1080 Temperatur
10 Lightvision TSL45315,-1,10 Lightvision TSL45315
10 RawTime,-1,10 RawTime
10 SHT85 Feuchtigkeit,-1,10 SHT85 Feuchtigkeit
10 SHT85 Feuchtigkeit2,-1,10 SHT85 Feuchtigkeit2
10 SHT85 Feuchtigkeit3,-1,10 SHT85 Feuchtigkeit3
10 SHT85 Feuchtigkeit4,-1,10 SHT85 Feuchtigkeit4
10 SHT85 Temperatur,-1,10 SHT85 Temperatur
09 Humidity SCD30,-1,09 Humidity SCD30
09 CO2 SCD30,-1,09 CO2 SCD30
08 Koordinaten,-1,08 Koordinaten
08A Temperature SHT31 flex,-1,08A Temperature SHT31 flex
"08 Luftfeuchte, BME680",-1,"08 Luftfeuchte, BME680"
"08 Luftfeuchte, SCD41",-1,"08 Luftfeuchte, SCD41"
"08 Luftfeuchte, SHT31",-1,"08 Luftfeuchte, SHT31"
"08 Lufttemperatur, BME680",-1,"08 Lufttemperatur, BME680"
"08 Lufttemperatur, SCD30",-1,"08 Lufttemperatur, SCD30"
"08 Lufttemperatur, SCD41",-1,"08 Lufttemperatur, SCD41"
"08 Lufttemperatur, SVM30",-1,"08 Lufttemperatur, SVM30"
"08 Multi-Gas, SVM30",-1,"08 Multi-Gas, SVM30"
"08 PM10, SPS30",-1,"08 PM10, SPS30"
"08 PM10,SDS011",-1,"08 PM10,SDS011"
"08 PM2.5 , SPS30",-1,"08 PM2.5 , SPS30"
"08 PM2.5, SDS011",-1,"08 PM2.5, SDS011"
"08 VOC, BME680",-1,"08 VOC, BME680"
08A  Humidity SHT31 flex,-1,08A  Humidity SHT31 flex
08A Humidity BME680,-1,08A Humidity BME680
08A Pressure BME680,-1,08A Pressure BME680
08A Temperature BME680,-1,08A Temperature BME680
14B Temperature SMT 100 V1,-1,14B Temperature SMT 100 V1
14B Temperature SMT 100 V3,-1,14B Temperature SMT 100 V3
8a Conductivity Probe Atlas Scientific,-1,8a Conductivity Probe Atlas Scientific
32,-1,32
3A atm. Luftdruck,-1,3A atm. Luftdruck
3A Humidity BME680,-1,3A Humidity BME680
3A Illuminance,-1,3A Illuminance
3A Illuminance TSL45316,-1,3A Illuminance TSL45316
3A Luftfeuchte,-1,3A Luftfeuchte
3A Lufttemperatur,-1,3A Lufttemperatur
3A Pressure BME680,-1,3A Pressure BME680
3A Temperature BME681,-1,3A Temperature BME681
3b Beleuchtungsstärke,-1,3b Beleuchtungsstärke
3B Luftfeuchte BME680,-1,3B Luftfeuchte BME680
3b Luftfeuchtigkeit BME,-1,3b Luftfeuchtigkeit BME
3b Lufttemperatur SHT31,-1,3b Lufttemperatur SHT31
3B Pressure BME680,-1,3B Pressure BME680
3B Temperature BME680,-1,3B Temperature BME680
3b Windgeschwindigkeit,-1,3b Windgeschwindigkeit
4,-1,4
4 A atm. Air Pressure BME680,-1,4 A atm. Air Pressure BME680
33,-1,33
31,-1,31
4-way valve,-1,4-way valve
30,-1,30
23 GSP Satellites,-1,23 GSP Satellites
23 GSP Time,-1,23 GSP Time
23 Temperature HDC1080,-1,23 Temperature HDC1080
23 Temperature SHT85,-1,23 Temperature SHT85
24,-1,24
24 Humidity AM2320,-1,24 Humidity AM2320
24 InternetTime,-1,24 InternetTime
24 Temperature AM2320,-1,24 Temperature AM2320
25,-1,25
25 rel. Luftfeuchte,-1,25 rel. Luftfeuchte
25 Temperatur,-1,25 Temperatur
26,-1,26
27,-1,27
28,-1,28
29,-1,29
3,-1,3
3 TemperatureHDC1080,-1,3 TemperatureHDC1080
4 A Feinstaubsensor SPS30,-1,4 A Feinstaubsensor SPS30
4A Helligkeit,-1,4A Helligkeit
22 Temperatur,-1,22 Temperatur
6 Average Humidity,-1,6 Average Humidity
6 Internet Time,-1,6 Internet Time
6 Niederschalgsmenge,-1,6 Niederschalgsmenge
7,-1,7
7 GPS amsl,-1,7 GPS amsl
7_Rain_Intensity_DavisRainCollectorII,-1,7_Rain_Intensity_DavisRainCollectorII
7A atm. Luftdruck,-1,7A atm. Luftdruck
7A Lab Grade Dissolved Oxygen Probe Atlas Scientific,-1,7A Lab Grade Dissolved Oxygen Probe Atlas Scientific
7A Lab Grade pH Probe Atlas Scientific,-1,7A Lab Grade pH Probe Atlas Scientific
7A Lufttemperatur,-1,7A Lufttemperatur
7A Temperature Atlas Scientific PT-1000,-1,7A Temperature Atlas Scientific PT-1000
7A Temperature SHT31,-1,7A Temperature SHT31
7A VOC,-1,7A VOC
7B atm. Luftdruck,-1,7B atm. Luftdruck
7B Lufttemperatur,-1,7B Lufttemperatur
7B Temperatur SHT31,-1,7B Temperatur SHT31
7B VOC,-1,7B VOC
8,-1,8
6 Averange Temperature,-1,6 Averange Temperature
6,-1,6
4A Luftfeuchte BME680,-1,4A Luftfeuchte BME680
5e90d07cdf8258001b2fb430,-1,5e90d07cdf8258001b2fb430
4A Lufttfeuchte SHT85_1,-1,4A Lufttfeuchte SHT85_1
4A Niederschlag,-1,4A Niederschlag
4A Windgeschwindigkeit,-1,4A Windgeschwindigkeit
4A Windrichtung,-1,4A Windrichtung
4B Luftfeuchte BME680,-1,4B Luftfeuchte BME680
4B Luftfeuchte SHT31_2,-1,4B Luftfeuchte SHT31_2
4B Lufttemperatur BME680,-1,4B Lufttemperatur BME680
4B Lufttfeuchte SHT31_1,-1,4B Lufttfeuchte SHT31_1
4B Niederschlag,-1,4B Niederschlag
4B UV VEML6070,-1,4B UV VEML6070
4B Windgeschwindigkeit,-1,4B Windgeschwindigkeit
4B Windrichtung,-1,4B Windrichtung
5,-1,5
5A Illumnation TSL45315,-1,5A Illumnation TSL45315
5A Rainfall Davis,-1,5A Rainfall Davis
5A Temperature BME680,-1,5A Temperature BME680
5A UV-Radiation VEML6070,-1,5A UV-Radiation VEML6070
23,-1,23
22 rel. Luftfeuchte,-1,22 rel. Luftfeuchte
15,-1,15
17B Humidity BME680,-1,17B Humidity BME680
17B Temperature BME680,-1,17B Temperature BME680
18,-1,18
18A Humidity BME680,-1,18A Humidity BME680
18A Pressure BME680,-1,18A Pressure BME680
18A Temperature BME680,-1,18A Temperature BME680
18B Humidity BME680,-1,18B Humidity BME680
18B Pressure BME680,-1,18B Pressure BME680
18B Temperature BME680,-1,18B Temperature BME680
19,-1,19
1A Helligkeit TSL 45315,-1,1A Helligkeit TSL 45315
1A Lufttemperatur BME680,-1,1A Lufttemperatur BME680
1A Regensensor Niederschlag Davis,-1,1A Regensensor Niederschlag Davis
1A Temperatur SHT31,-1,1A Temperatur SHT31
1A UV Sensor VEML6070,-1,1A UV Sensor VEML6070
1A Windgschwindigkeit Anemometer Davis,-1,1A Windgschwindigkeit Anemometer Davis
1A Windrichtung Anemometer Davis,-1,1A Windrichtung Anemometer Davis
1B CO2SCD30,-1,1B CO2SCD30
17B Pressure BME680,-1,17B Pressure BME680
17A Temperature BME680,-1,17A Temperature BME680
1B Lufttemperatur BME680,-1,1B Lufttemperatur BME680
17A Pressure BME680,-1,17A Pressure BME680
16,-1,16
16A Humidity BME680,-1,16A Humidity BME680
16A Pressure BME680,-1,16A Pressure BME680
16A Temperature BME680,-1,16A Temperature BME680
16B Humidity BME680,-1,16B Humidity BME680
16B Humidity SHT31 flex,-1,16B Humidity SHT31 flex
16B Pressure BME680,-1,16B Pressure BME680
16B Temperature BME680,-1,16B Temperature BME680
16B Temperature SHT31 flex,-1,16B Temperature SHT31 flex
17,-1,17
17 LF Atlas Scientific K1.0,-1,17 LF Atlas Scientific K1.0
17 LF Atlas Scientific2 K1.0,-1,17 LF Atlas Scientific2 K1.0
17 LF Remond,-1,17 LF Remond
17 LF Vernier,-1,17 LF Vernier
17 LF Vernier2,-1,17 LF Vernier2
17 LF Vernier3,-1,17 LF Vernier3
17A Humidity BME680,-1,17A Humidity BME680
1B Helligkeit TSL 45315,-1,1B Helligkeit TSL 45315
1B Regensensor Niederschlag Davis,-1,1B Regensensor Niederschlag Davis
22 Luftdruck,-1,22 Luftdruck
2 WindSensor WindSpeedInMetersPerSecond,-1,2 WindSensor WindSpeedInMetersPerSecond
20 Davis_Anemometer_wind_angle,-1,20 Davis_Anemometer_wind_angle
20 Davis_Anemometer_wind_speed,-1,20 Davis_Anemometer_wind_speed
20 Davis_Niederschlagssensor,-1,20 Davis_Niederschlagssensor
20 GPS_alt,-1,20 GPS_alt
20 GPS_lat,-1,20 GPS_lat
20 GPS_long,-1,20 GPS_long
20 HDC1080_1,-1,20 HDC1080_1
20 SHT31_1,-1,20 SHT31_1
20 VEML6070_Illuminance,-1,20 VEML6070_Illuminance
20 VEML6070_UV,-1,20 VEML6070_UV
21,-1,21
21 Differential Pressure,-1,21 Differential Pressure
21 Humidity HDC1080,-1,21 Humidity HDC1080
21 Temperature HDC1080,-1,21 Temperature HDC1080
22,-1,22
22 Davis Anemometer,-1,22 Davis Anemometer
22 Davis Anemometerdirection,-1,22 Davis Anemometerdirection
20,-1,20
2 WindSensor WindAngle,-1,2 WindSensor WindAngle
1B Temperatur SHT31,-1,1B Temperatur SHT31
2 Windrichtung Davis,-1,2 Windrichtung Davis
1B UV Sensor VEML6070,-1,1B UV Sensor VEML6070
1B Windgschwindigkeit Anemometer Davis,-1,1B Windgschwindigkeit Anemometer Davis
1B Windrichtung Anemometer Davis,-1,1B Windrichtung Anemometer Davis
1istOK,-1,1istOK
2,-1,2
2 Feinstaub mc10p0 SPS30,-1,2 Feinstaub mc10p0 SPS30
2 Feinstaub mc1p0 SPS30,-1,2 Feinstaub mc1p0 SPS30
2 Feinstaub mc2p5 SPS30,-1,2 Feinstaub mc2p5 SPS30
2 Feinstaub mc4p0 SPS30,-1,2 Feinstaub mc4p0 SPS30
2 Feinstaub nc0p5 SPS30,-1,2 Feinstaub nc0p5 SPS30
2 Feinstaub nc10p0 SPS30,-1,2 Feinstaub nc10p0 SPS30
2 Feinstaub nc1p0 SPS30,-1,2 Feinstaub nc1p0 SPS30
2 Feinstaub nc2p5 SPS30,-1,2 Feinstaub nc2p5 SPS30
2 Feinstaub nc4p0 SPS30,-1,2 Feinstaub nc4p0 SPS30
2 Feinstaub typical_particle_size SPS30,-1,2 Feinstaub typical_particle_size SPS30
2 Temperatur SVM30,-1,2 Temperatur SVM30
2 Windgeschwindigkeit Davis,-1,2 Windgeschwindigkeit Davis
DS18B20_Probe05,-1,DS18B20_Probe05
dummy,-1,dummy
Pi-Temperatur,-1,Pi-Temperatur
Minimal Umgebungslautstärke,-1,Minimal Umgebungslautstärke
Messungen seit Neustart,-1,Messungen seit Neustart
Methan,-1,Methan
Methane - CH4,-1,Methane - CH4
MiCS6814 - C2H5OH - Ethanol,-1,MiCS6814 - C2H5OH - Ethanol
MiCS6814 - C3H8 - Propane,-1,MiCS6814 - C3H8 - Propane
MiCS6814 - C4H10 - Butane,-1,MiCS6814 - C4H10 - Butane
MiCS6814 - CH4 - Methane,-1,MiCS6814 - CH4 - Methane
MiCS6814 - H2 - Hydrogene,-1,MiCS6814 - H2 - Hydrogene
minimale Beleuchtungsstärke (im Sendeintervall),-1,minimale Beleuchtungsstärke (im Sendeintervall)
Durchflussmenge,-1,Durchflussmenge
minimale rel. Luftfeuchte (im Sendeintervall),-1,minimale rel. Luftfeuchte (im Sendeintervall)
minimale Temperatur (im Sendeintervall),-1,minimale Temperatur (im Sendeintervall)
minimaler Luftdruck (im Sende-Intervall),-1,minimaler Luftdruck (im Sende-Intervall)
minimaler Luftdruck (im Sendeintervall),-1,minimaler Luftdruck (im Sendeintervall)
Minimalster Lärmpegel (2.5 Minuten),-1,Minimalster Lärmpegel (2.5 Minuten)
Mittelwert Windgeschwindigkeit,-1,Mittelwert Windgeschwindigkeit
